ID,Ave. art rating,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral
59839e9cedc2c9658c2f54cd,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728736edc2cb388006b3a6,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
577272d6edc2cb3880c69b39,1.54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728225edc2cb3880f6c23d,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728172edc2cb3880f46baf,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772839fedc2cb3880fb4537,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577280e0edc2cb3880f28f46,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728067edc2cb3880f1288d,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728045edc2cb3880f09f7f,1.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57727bd5edc2cb3880e2c5b4,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288f1edc2cb38800bff1f,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728703edc2cb3880061039,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772837dedc2cb3880fabbc2,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728478edc2cb3880fde8d1,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728194edc2cb3880f4f5bd,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287f5edc2cb388008c4d9,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
57728400edc2cb3880fc8331,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728742edc2cb388006c728,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577275ccedc2cb3880cf618e,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f7cedc2cb3880ee145f,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f4bedc2cb3880ed8b25,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fa8edc2cb3880eeb2f0,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284a1edc2cb3880fe7865,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577286e4edc2cb3880058c40,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772842cedc2cb3880fd1bf7,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727550edc2cb3880ce0570,0.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577284d3edc2cb3880ff1834,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577285c0edc2cb3880022f5b,-0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f0cedc2cb3880ecdb83,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283cdedc2cb3880fbddf4,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287baedc2cb3880080d18,1.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599c0674edc2c978fc5e2910,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772845cedc2cb3880fdbb71,-0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a2edc2cb3880fe78b5,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728335edc2cb3880fa1785,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577287baedc2cb3880080d98,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727d71edc2cb3880e7c599,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772839bedc2cb3880fb3df1,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772831eedc2cb3880f9f1b7,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577286dcedc2cb3880058027,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772849eedc2cb3880fe732d,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772839bedc2cb3880fb3e71,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727facedc2cb3880eeba55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577275ceedc2cb3880cf655e,-0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728662edc2cb3880042161,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772831dedc2cb3880f9f0f5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577285caedc2cb3880023ed1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fecedc2cb3880ef6ac7,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57726e4dedc2cb3880b6a413,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577285caedc2cb3880023fd3,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727ffbedc2cb3880efd679,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772820aedc2cb3880f647fc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772831dedc2cb3880f9f0c5,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728335edc2cb3880fa1735,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728366edc2cb3880faa178,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727882edc2cb3880d81610,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772866cedc2cb3880042f75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728250edc2cb3880f75c5d,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728592edc2cb3880019024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772842dedc2cb3880fd1d97,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577283ddedc2cb3880fbf796,1.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
57727f6fedc2cb3880ee02ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727ffdedc2cb3880efd8d9,1.7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
577286b3edc2cb388004f14a,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728497edc2cb3880fe6b71,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728661edc2cb38800420b1,-0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728393edc2cb3880fb3158,1.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727febedc2cb3880ef675e,1.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
577285c9edc2cb3880023e2f,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728427edc2cb3880fd13cd,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f36edc2cb3880ed68bf,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728391edc2cb3880fb2f38,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727f8aedc2cb3880ee29ee,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577286dcedc2cb3880058037,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728375edc2cb3880faafd0,0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728366edc2cb3880faa056,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fa0edc2cb3880eea5ba,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728723edc2cb3880064346,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772829fedc2cb3880f82bc6,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5772863eedc2cb38800396c2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f8aedc2cb3880ee299e,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287acedc2cb388007f865,0.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728061edc2cb3880f11f72,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577283aeedc2cb3880fb5ba6,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728948edc2cb38800d353a,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5772839bedc2cb3880fb3e61,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772873bedc2cb388006bc3d,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772816eedc2cb3880f46457,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728650edc2cb388003b131,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f4bedc2cb3880ed8a60,0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59db4dcbedc2c9f0102204c6,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577276f0edc2cb3880d32513,2.09,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728079edc2cb3880f146cb,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596e1177edc2c9b5a892856b,1.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
5772838eedc2cb3880fb29de,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288e3edc2cb38800be672,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772859bedc2cb3880019eab,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728a62edc2cb388010ef91,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577281efedc2cb3880f61b8f,-0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577285e7edc2cb388002683d,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284e7edc2cb3880ff36fa,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728731edc2cb388006ac7e,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728221edc2cb3880f6bac9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577282baedc2cb3880f8a9d4,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772845aedc2cb3880fdb74d,0.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577286c5edc2cb38800560ad,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728599edc2cb3880019c49,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577281f9edc2cb3880f62b05,-0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728363edc2cb3880fa9f86,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57726e2fedc2cb3880b61b5c,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728221edc2cb3880f6bba1,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f49edc2cb3880ed8872,1.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727d70edc2cb3880e7c539,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772866fedc2cb38800433df,-0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577288e7edc2cb38800bed3c,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
577284a4edc2cb3880fe7d65,1.42,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772863bedc2cb38800391da,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772831dedc2cb3880f9f177,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728254edc2cb3880f7617d,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284e8edc2cb3880ff38fc,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772869bedc2cb388004cc60,-0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57726e53edc2cb3880b6acd4,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728736edc2cb388006b4e8,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728171edc2cb3880f469fd,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728891edc2cb38800abcb1,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284f5edc2cb3880ffa0e8,-0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728532edc2cb3880005595,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728096edc2cb3880f1c43d,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284f7edc2cb3880ffa440,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5772840eedc2cb3880fc99ba,0.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
577286feedc2cb388006099a,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577282beedc2cb3880f8af76,1.21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772850cedc2cb3880ffc52b,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772807bedc2cb3880f1488b,-0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283d0edc2cb3880fbe31c,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577281bfedc2cb3880f58b5c,1.29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5772807bedc2cb3880f1490b,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287e7edc2cb388008acab,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728445edc2cb3880fd4487,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727dbdedc2cb3880e88da3,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287bbedc2cb3880080eb8,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728436edc2cb3880fd2c9d,-0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772831aedc2cb3880f9ebff,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772871cedc2cb3880063834,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728501edc2cb3880ffb3de,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577288deedc2cb38800bde9f,0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772816eedc2cb3880f464b9,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280daedc2cb3880f286b9,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577280f1edc2cb3880f2ffce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728172edc2cb3880f46b3d,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284cdedc2cb3880ff0f4f,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577282b2edc2cb3880f89d67,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577286e8edc2cb38800592f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284a5edc2cb3880fe7e45,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728704edc2cb38800610d9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a5edc2cb3880fe7f05,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728060edc2cb3880f11d6e,-0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fa1edc2cb3880eea6ca,1.08,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727f37edc2cb3880ed6a4b,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727fabedc2cb3880eeb83a,-0.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577287b2edc2cb3880080201,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728123edc2cb3880f39e6d,1.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577284a7edc2cb3880fe81d7,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727e24edc2cb3880e9d087,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577287caedc2cb388008273f,1.45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772846eedc2cb3880fdd9f5,-0.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a7edc2cb3880fe8247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728532edc2cb38800054f5,-0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727f1fedc2cb3880ecf3fb,0.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577280e0edc2cb3880f28f58,0.6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577283aeedc2cb3880fb5b86,-0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a1edc2cb3880fe7895,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577284a2edc2cb3880fe78d5,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577283cdedc2cb3880fbdd42,0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728a0dedc2cb38800fc320,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577288d3edc2cb38800bcc16,1.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
57728192edc2cb3880f4f237,-0.07,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728363edc2cb3880fa9f24,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577288e3edc2cb38800be6c2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f7aedc2cb3880ee1191,-0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727681edc2cb3880d1d3d4,1.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728287edc2cb3880f80685,0.27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728287edc2cb3880f806b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728047edc2cb3880f0a302,0.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
57727ffeedc2cb3880efda99,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728046edc2cb3880f0a10b,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772849fedc2cb3880fe73ad,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728393edc2cb3880fb3148,1.67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728593edc2cb38800192d8,-0.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fb2edc2cb3880eec163,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772864aedc2cb388003a8b9,0.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
577283c5edc2cb3880fbd079,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284e0edc2cb3880ff2bea,1.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
577284f8edc2cb3880ffa6c2,-0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577281f4edc2cb3880f62403,-0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772847bedc2cb3880fdee17,1.92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57728095edc2cb3880f1c3f4,0.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727f79edc2cb3880ee0f61,-0.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577275c9edc2cb3880cf5c9c,-0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728535edc2cb38800059d9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
57728061edc2cb3880f11eb2,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
